admin,1,4.1,20240422130353644
admin,3,4.1,20240422130353640
admin,4,2.9,20240422130353637
admin,5,2.5,20240422130353644
admin,6,4.4,20240422130353640
admin,7,3.3,20240422130353636
admin,8,4.9,20240422130353638
admin,10,0.7,20240422130353645
admin,11,4.3,20240422130353632
admin,13,0.9,20240422130353639
admin,15,5.0,20240422130353643
admin,17,3.4,20240422130353635
admin,18,2.4,20240422130353645
admin,19,4.9,20240422130353634
admin,21,3.7,20240422130353632
admin,22,3.0,20240422130353637
admin,23,3.8,20240422130353638
admin,24,1.6,20240422130353641
admin,25,2.1,20240422130353644
admin,28,3.6,20240422130353641
admin,29,3.1,20240422130353634
admin,30,3.0,20240422130353633
admin,31,4.6,20240422130353644
admin,33,3.5,20240422130353642
admin,34,3.7,20240422130353643
admin,35,3.1,20240422130353641
admin,36,2.5,20240422130353637
admin,37,3.9,20240422130353640
admin,39,3.5,20240422130353634
admin,40,0.5,20240422130353633
admin,42,2.2,20240422130353643
admin,44,0.1,20240422130353636
admin,45,1.9,20240422130353642
admin,46,4.0,20240422130353639
admin,47,4.6,20240422130353645
admin,48,2.7,20240422130353635
admin,49,3.9,20240422130353635
user1,2,3.6,20240422130353647
user1,3,1.2,20240422130353648
user1,4,0.9,20240422130353647
user1,5,4.0,20240422130353651
user1,6,4.7,20240422130353653
user1,7,2.2,20240422130353659
user1,8,3.8,20240422130353655
user1,9,0.4,20240422130353646
user1,10,2.5,20240422130353653
user1,11,1.2,20240422130353659
user1,12,3.2,20240422130353650
user1,13,0.8,20240422130353648
user1,14,1.4,20240422130353649
user1,16,0.2,20240422130353656
user1,17,0.3,20240422130353650
user1,18,2.9,20240422130353655
user1,19,1.8,20240422130353651
user1,20,1.1,20240422130353656
user1,21,3.9,20240422130353654
user1,22,1.9,20240422130353649
user1,24,4.1,20240422130353652
user1,25,2.2,20240422130353649
user1,26,0.8,20240422130353650
user1,27,2.6,20240422130353657
user1,28,2.5,20240422130353652
user1,30,3.5,20240422130353656
user1,35,4.0,20240422130353658
user1,36,4.1,20240422130353658
user1,37,4.3,20240422130353648
user1,38,4.9,20240422130353658
user1,39,4.5,20240422130353655
user1,40,2.0,20240422130353657
user1,41,0.5,20240422130353654
user1,44,3.1,20240422130353646
user1,46,3.1,20240422130353647
user1,47,4.9,20240422130353657
user1,48,2.4,20240422130353653
user1,49,2.3,20240422130353651
user1,50,1.7,20240422130353654
user10,1,2.5,20240422130353660
user10,2,2.4,20240422130353660
user10,3,2.4,20240422130353663
user10,4,2.6,20240422130353663
user10,5,1.5,20240422130353662
user10,6,2.4,20240422130353669
user10,8,1.9,20240422130353662
user10,10,4.8,20240422130353668
user10,12,2.3,20240422130353663
user10,13,3.0,20240422130353666
user10,14,3.9,20240422130353664
user10,16,3.9,20240422130353664
user10,17,1.4,20240422130353668
user10,18,2.7,20240422130353668
user10,19,3.8,20240422130353665
user10,20,4.3,20240422130353670
user10,21,1.1,20240422130353669
user10,23,1.2,20240422130353664
user10,24,3.7,20240422130353667
user10,26,5.0,20240422130353665
user10,27,1.6,20240422130353664
user10,31,4.6,20240422130353661
user10,32,0.6,20240422130353668
user10,33,3.8,20240422130353667
user10,34,4.2,20240422130353668
user10,35,0.5,20240422130353669
user10,36,2.1,20240422130353661
user10,37,3.2,20240422130353662
user10,38,3.5,20240422130353662
user10,40,1.3,20240422130353660
user10,41,2.4,20240422130353659
user10,43,2.0,20240422130353668
user10,44,3.9,20240422130353667
user10,45,2.7,20240422130353666
user10,46,2.5,20240422130353666
user10,47,5.0,20240422130353661
user10,49,1.9,20240422130353665
user100,1,4.0,20240422130353677
user100,4,1.5,20240422130353679
user100,5,3.9,20240422130353676
user100,7,1.0,20240422130353679
user100,8,0.4,20240422130353680
user100,9,3.0,20240422130353671
user100,10,2.4,20240422130353673
user100,14,4.8,20240422130353681
user100,16,0.7,20240422130353680
user100,18,3.9,20240422130353677
user100,20,0.2,20240422130353674
user100,21,1.0,20240422130353676
user100,22,0.8,20240422130353673
user100,23,2.1,20240422130353681
user100,24,0.5,20240422130353676
user100,25,0.9,20240422130353675
user100,26,0.5,20240422130353671
user100,27,0.4,20240422130353671
user100,28,3.7,20240422130353675
user100,29,1.1,20240422130353672
user100,30,0.9,20240422130353680
user100,31,0.3,20240422130353679
user100,32,1.9,20240422130353673
user100,34,4.7,20240422130353678
user100,35,3.7,20240422130353674
user100,36,1.4,20240422130353672
user100,37,3.3,20240422130353673
user100,38,4.6,20240422130353675
user100,39,4.7,20240422130353678
user100,40,2.2,20240422130353670
user100,44,4.7,20240422130353677
user100,45,2.9,20240422130353675
user100,46,2.9,20240422130353674
user100,47,1.8,20240422130353681
user100,48,5.0,20240422130353678
user100,49,4.6,20240422130353670
user100,50,3.4,20240422130353676
user101,2,4.2,20240422130353694
user101,3,1.2,20240422130353690
user101,4,1.0,20240422130353696
user101,6,0.5,20240422130353683
user101,8,2.3,20240422130353682
user101,11,2.5,20240422130353696
user101,12,0.6,20240422130353699
user101,13,3.0,20240422130353692
user101,15,3.5,20240422130353698
user101,16,0.8,20240422130353692
user101,17,1.8,20240422130353698
user101,18,3.9,20240422130353693
user101,19,3.2,20240422130353694
user101,21,1.1,20240422130353697
user101,22,4.5,20240422130353696
user101,23,0.2,20240422130353691
user101,24,0.1,20240422130353695
user101,25,4.1,20240422130353698
user101,26,3.4,20240422130353698
user101,27,4.8,20240422130353691
user101,28,1.9,20240422130353697
user101,29,2.0,20240422130353695
user101,30,1.3,20240422130353700
user101,32,2.7,20240422130353697
user101,34,2.7,20240422130353682
user101,35,0.3,20240422130353691
user101,37,4.2,20240422130353691
user101,38,3.1,20240422130353693
user101,39,1.4,20240422130353682
user101,40,4.6,20240422130353699
user101,41,0.1,20240422130353692
user101,42,4.9,20240422130353683
user101,43,3.7,20240422130353699
user101,44,4.2,20240422130353683
user101,48,3.4,20240422130353695
user101,49,4.2,20240422130353690
user101,50,2.3,20240422130353699
user102,1,3.6,20240422130353702
user102,2,3.6,20240422130353707
user102,3,0.7,20240422130353700
user102,4,4.4,20240422130353701
user102,6,3.8,20240422130353702
user102,7,3.2,20240422130353708
user102,8,3.2,20240422130353705
user102,9,2.9,20240422130353700
user102,10,3.9,20240422130353707
user102,11,2.8,20240422130353709
user102,13,4.6,20240422130353701
user102,15,0.7,20240422130353710
user102,16,4.7,20240422130353711
user102,17,4.6,20240422130353710
user102,18,0.3,20240422130353707
user102,20,3.5,20240422130353710
user102,21,1.5,20240422130353709
user102,22,2.5,20240422130353702
user102,24,3.0,20240422130353708
user102,26,2.7,20240422130353706
user102,27,4.0,20240422130353703
user102,34,0.2,20240422130353710
user102,35,3.0,20240422130353703
user102,36,3.0,20240422130353709
user102,37,1.7,20240422130353704
user102,38,4.9,20240422130353703
user102,39,4.0,20240422130353704
user102,40,2.9,20240422130353708
user102,41,0.5,20240422130353711
user102,42,3.6,20240422130353704
user102,43,1.5,20240422130353705
user102,44,2.5,20240422130353706
user102,45,4.1,20240422130353701
user102,46,2.9,20240422130353711
user102,47,0.9,20240422130353702
user102,48,2.1,20240422130353705
user102,50,1.6,20240422130353708
user103,2,1.9,20240422130353724
user103,3,1.3,20240422130353713
user103,4,3.9,20240422130353713
user103,5,2.3,20240422130353720
user103,6,3.5,20240422130353715
user103,8,3.5,20240422130353715
user103,9,4.5,20240422130353715
user103,10,4.8,20240422130353719
user103,13,3.0,20240422130353714
user103,14,3.6,20240422130353715
user103,16,2.6,20240422130353727
user103,18,1.6,20240422130353714
user103,20,1.4,20240422130353721
user103,23,4.3,20240422130353714
user103,24,0.6,20240422130353714
user103,27,0.4,20240422130353723
user103,28,4.5,20240422130353717
user103,29,1.8,20240422130353722
user103,30,3.8,20240422130353712
user103,31,0.4,20240422130353717
user103,32,3.2,20240422130353713
user103,33,2.5,20240422130353717
user103,34,1.7,20240422130353728
user103,35,2.9,20240422130353711
user103,36,0.1,20240422130353712
user103,37,0.7,20240422130353716
user103,38,4.9,20240422130353726
user103,39,4.9,20240422130353712
user103,40,4.0,20240422130353718
user103,41,4.0,20240422130353718
user103,42,3.5,20240422130353716
user103,43,2.6,20240422130353726
user103,44,4.9,20240422130353720
user103,46,1.6,20240422130353717
user103,47,4.3,20240422130353719
user103,49,3.9,20240422130353712
user103,50,2.6,20240422130353722
user104,3,3.2,20240422130353732
user104,4,2.3,20240422130353735
user104,5,2.0,20240422130353745
user104,6,1.6,20240422130353743
user104,8,0.9,20240422130353732
user104,10,1.2,20240422130353736
user104,11,0.4,20240422130353735
user104,12,1.9,20240422130353738
user104,13,0.5,20240422130353733
user104,15,3.4,20240422130353737
user104,16,1.4,20240422130353738
user104,17,3.8,20240422130353743
user104,18,2.6,20240422130353734
user104,19,4.5,20240422130353742
user104,20,2.7,20240422130353740
user104,21,1.3,20240422130353742
user104,22,3.8,20240422130353746
user104,23,4.7,20240422130353735
user104,24,4.9,20240422130353747
user104,25,0.6,20240422130353731
user104,26,4.9,20240422130353745
user104,28,1.4,20240422130353733
user104,29,2.7,20240422130353739
user104,30,4.8,20240422130353730
user104,31,1.8,20240422130353734
user104,32,2.3,20240422130353734
user104,36,3.6,20240422130353728
user104,37,4.8,20240422130353738
user104,38,1.6,20240422130353741
user104,40,1.3,20240422130353744
user104,41,1.9,20240422130353739
user104,43,1.7,20240422130353741
user104,45,1.5,20240422130353742
user104,46,4.6,20240422130353729
user104,47,4.3,20240422130353740
user104,48,0.3,20240422130353737
user104,50,4.5,20240422130353731
user105,1,0.1,20240422130353751
user105,2,2.1,20240422130353768
user105,4,4.2,20240422130353761
user105,5,3.1,20240422130353762
user105,6,3.0,20240422130353771
user105,7,3.4,20240422130353748
user105,8,2.8,20240422130353767
user105,9,3.6,20240422130353766
user105,10,5.0,20240422130353753
user105,11,0.3,20240422130353764
user105,12,4.5,20240422130353749
user105,15,2.5,20240422130353757
user105,16,4.2,20240422130353753
user105,18,2.7,20240422130353751
user105,20,2.1,20240422130353750
user105,21,1.8,20240422130353750
user105,23,0.2,20240422130353767
user105,24,3.4,20240422130353755
user105,26,4.1,20240422130353754
user105,27,1.0,20240422130353766
user105,28,1.9,20240422130353755
user105,29,4.5,20240422130353756
user105,30,4.8,20240422130353763
user105,31,0.1,20240422130353752
user105,32,0.8,20240422130353747
user105,34,5.0,20240422130353765
user105,35,2.4,20240422130353762
user105,36,3.4,20240422130353760
user105,37,2.4,20240422130353758
user105,39,2.6,20240422130353759
user105,41,2.7,20240422130353749
user105,42,3.4,20240422130353751
user105,43,3.1,20240422130353752
user105,44,2.8,20240422130353759
user105,45,3.0,20240422130353765
user105,49,4.6,20240422130353763
user105,50,2.5,20240422130353769
user106,1,1.1,20240422130353781
user106,2,1.1,20240422130353772
user106,3,0.3,20240422130353778
user106,4,4.6,20240422130353773
user106,5,2.9,20240422130353774
user106,7,2.7,20240422130353778
user106,8,2.6,20240422130353774
user106,10,4.8,20240422130353780
user106,11,1.2,20240422130353777
user106,12,3.8,20240422130353781
user106,13,1.9,20240422130353780
user106,14,0.5,20240422130353776
user106,15,2.8,20240422130353777
user106,17,0.9,20240422130353774
user106,18,0.4,20240422130353774
user106,19,0.2,20240422130353773
user106,20,1.7,20240422130353771
user106,23,4.1,20240422130353782
user106,24,4.5,20240422130353772
user106,25,2.6,20240422130353778
user106,26,0.2,20240422130353777
user106,27,1.9,20240422130353776
user106,29,3.6,20240422130353780
user106,30,1.4,20240422130353779
user106,31,2.0,20240422130353778
user106,32,2.6,20240422130353775
user106,33,2.3,20240422130353782
user106,34,4.0,20240422130353775
user106,35,3.6,20240422130353780
user106,36,3.0,20240422130353776
user106,39,4.6,20240422130353773
user106,40,1.5,20240422130353779
user106,41,4.8,20240422130353776
user106,42,2.1,20240422130353781
user106,43,2.2,20240422130353781
user106,45,3.0,20240422130353775
user106,48,1.6,20240422130353779
user107,1,1.8,20240422130353789
user107,2,2.9,20240422130353784
user107,4,0.9,20240422130353796
user107,5,2.1,20240422130353798
user107,8,4.9,20240422130353792
user107,9,3.6,20240422130353789
user107,10,1.3,20240422130353787
user107,11,2.9,20240422130353791
user107,12,2.7,20240422130353786
user107,13,3.1,20240422130353783
user107,14,2.6,20240422130353800
user107,15,1.2,20240422130353793
user107,16,0.3,20240422130353800
user107,17,0.6,20240422130353782
user107,18,2.9,20240422130353791
user107,19,0.9,20240422130353784
user107,20,2.3,20240422130353799
user107,22,0.4,20240422130353790
user107,23,1.7,20240422130353793
user107,24,3.8,20240422130353792
user107,27,0.4,20240422130353788
user107,28,4.5,20240422130353786
user107,30,4.3,20240422130353798
